Zeit (s) Messreihe_Kern1_5_100_R;Spannung, Ch A (V) Messreihe_Kern1_5_100_R;Spannung, Ch B (V) Messreihe_Kern1_5_100_R;Zeit (s) Messreihe_Kern1_6_100_R;Spannung, Ch A (V) Messreihe_Kern1_6_100_R;Spannung, Ch B (V) Messreihe_Kern1_6_100_R;Zeit (s) Messreihe_Kern1_7_100_R_80;Spannung, Ch A (V) Messreihe_Kern1_7_100_R_80;Spannung, Ch B (V) Messreihe_Kern1_7_100_R_80;Zeit (s) Messreihe_Kern2_8_100_R;Spannung, Ch A (V) Messreihe_Kern2_8_100_R;Spannung, Ch B (V) Messreihe_Kern2_8_100_R;Zeit (s) Messreihe_Kern3_9_100;Spannung, Ch A (V) Messreihe_Kern3_9_100;Spannung, Ch B (V) Messreihe_Kern3_9_100;Zeit (s) Messreihe_Kern3_10_100;Spannung, Ch A (V) Messreihe_Kern3_10_100;Spannung, Ch B (V) Messreihe_Kern3_10_100;Zeit (s) Messreihe_Kern3_11_100;Spannung, Ch A (V) Messreihe_Kern3_11_100;Spannung, Ch B (V) Messreihe_Kern3_11_100;Zeit (s) Messreihe_Kern3_12_100_schleife_Muell;Spannung, Ch A (V) Messreihe_Kern3_12_100_schleife_Muell;Spannung, Ch B (V) Messreihe_Kern3_12_100_schleife_Muell;Zeit (s) Messreihe_Kern3_13_100_schleife;Spannung, Ch A (V) Messreihe_Kern3_13_100_schleife;Spannung, Ch B (V) Messreihe_Kern3_13_100_schleife;Zeit (s) Messreihe_Kern3_14_100_spirale_Muell;Spannung, Ch A (V) Messreihe_Kern3_14_100_spirale_Muell;Spannung, Ch B (V) Messreihe_Kern3_14_100_spirale_Muell;Zeit (s) Messreihe_Kern3_15_100_spirale;Spannung, Ch A (V) Messreihe_Kern3_15_100_spirale;Spannung, Ch B (V) Messreihe_Kern3_15_100_spirale;Zeit (s) Messreihe_Kern4_16_100_R_Muell;Spannung, Ch A (V) Messreihe_Kern4_16_100_R_Muell;Spannung, Ch B (V) Messreihe_Kern4_16_100_R_Muell;Zeit (s) Messreihe_Kern4_17_2_R;Spannung, Ch A (V) Messreihe_Kern4_17_2_R;Spannung, Ch B (V) Messreihe_Kern4_17_2_R;Zeit (s) Messreihe_Kern4_18_2_R;Spannung, Ch A (V) Messreihe_Kern4_18_2_R;Spannung, Ch B (V) Messreihe_Kern4_18_2_R
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,275;-0,015;0,469;146,275;0,020;0,495;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,300;-0,015;0,471;146,300;0,020;0,495;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,325;-0,015;0,472;146,325;0,020;0,495;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,350;-0,016;0,471;146,350;0,020;0,495;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,375;-0,016;0,471;146,375;0,021;0,493;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,400;-0,016;0,473;146,400;0,021;0,492;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,425;-0,016;0,473;146,425;0,021;0,493;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,450;-0,016;0,472;146,450;0,021;0,493;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,475;-0,017;0,472;146,475;0,021;0,491;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,500;-0,017;0,473;146,500;0,022;0,490;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,525;-0,017;0,474;146,525;0,022;0,491;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,550;-0,017;0,473;146,550;0,022;0,491;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,575;-0,017;0,473;146,575;0,022;0,489;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,600;-0,017;0,475;146,600;0,023;0,488;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,625;-0,017;0,476;146,625;0,023;0,489;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,650;-0,017;0,475;146,650;0,023;0,489;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,675;-0,018;0,474;146,675;0,023;0,487;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,700;-0,017;0,476;146,700;0,023;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,725;-0,018;0,476;146,725;0,024;0,487;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,750;-0,018;0,475;146,750;0,024;0,487;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,775;-0,017;0,475;146,775;0,024;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,800;-0,018;0,477;146,800;0,024;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,825;-0,018;0,477;146,825;0,024;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,850;-0,017;0,477;146,850;0,025;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,875;-0,018;0,476;146,875;0,024;0,482;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,900;-0,018;0,477;146,900;0,025;0,482;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,925;-0,018;0,477;146,925;0,025;0,482;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,950;-0,018;0,477;146,950;0,025;0,482;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;146,975;-0,019;0,476;146,975;0,025;0,480;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,000;-0,018;0,478;147,000;0,026;0,479;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,025;-0,018;0,478;147,025;0,026;0,480;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,050;-0,018;0,477;147,050;0,026;0,479;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,075;-0,019;0,477;147,075;0,027;0,478;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,100;-0,018;0,478;147,100;0,027;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,125;-0,019;0,479;147,125;0,027;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,150;-0,019;0,478;147,150;0,027;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,175;-0,019;0,477;147,175;0,027;0,475;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,200;-0,019;0,479;147,200;0,028;0,474;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,225;-0,018;0,480;147,225;0,028;0,474;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,250;-0,019;0,478;147,250;0,028;0,474;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,275;-0,019;0,478;147,275;0,028;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,300;-0,019;0,479;147,300;0,028;0,472;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,325;-0,019;0,480;147,325;0,028;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,350;-0,019;0,479;147,350;0,027;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,375;-0,019;0,478;147,375;0,028;0,472;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,400;-0,019;0,480;147,400;0,027;0,471;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,425;-0,019;0,480;147,425;0,027;0,472;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,450;-0,019;0,479;147,450;0,027;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,475;-0,019;0,478;147,475;0,027;0,471;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,500;-0,019;0,480;147,500;0,027;0,471;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,525;-0,019;0,481;147,525;0,027;0,472;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,550;-0,019;0,480;147,550;0,027;0,472;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,575;-0,019;0,479;147,575;0,026;0,471;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,600;-0,019;0,481;147,600;0,026;0,471;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,625;-0,020;0,481;147,625;0,026;0,472;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,650;-0,019;0,480;147,650;0,025;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,675;-0,019;0,480;147,675;0,025;0,472;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,700;-0,019;0,481;147,700;0,024;0,471;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,725;-0,019;0,481;147,725;0,024;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,750;-0,020;0,480;147,750;0,023;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,775;-0,020;0,480;147,775;0,023;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,800;-0,020;0,481;147,800;0,023;0,472;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,825;-0,020;0,481;147,825;0,022;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,850;-0,019;0,481;147,850;0,022;0,474;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,875;-0,020;0,480;147,875;0,021;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,900;-0,019;0,481;147,900;0,021;0,472;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,925;-0,019;0,482;147,925;0,021;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,950;-0,019;0,481;147,950;0,020;0,474;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;147,975;-0,020;0,480;147,975;0,020;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,000;-0,020;0,481;148,000;0,020;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,025;-0,020;0,482;148,025;0,020;0,474;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,050;-0,019;0,481;148,050;0,019;0,475;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,075;-0,020;0,480;148,075;0,019;0,474;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,100;-0,020;0,482;148,100;0,019;0,473;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,125;-0,020;0,482;148,125;0,018;0,475;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,150;-0,020;0,481;148,150;0,018;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,175;-0,020;0,481;148,175;0,018;0,475;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,200;-0,020;0,483;148,200;0,018;0,474;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,225;-0,020;0,483;148,225;0,017;0,475;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,250;-0,021;0,482;148,250;0,017;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,275;-0,020;0,482;148,275;0,016;0,475;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,300;-0,020;0,484;148,300;0,016;0,475;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,325;-0,021;0,484;148,325;0,016;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,350;-0,021;0,483;148,350;0,016;0,477;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,375;-0,021;0,482;148,375;0,016;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,400;-0,020;0,484;148,400;0,015;0,475;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,425;-0,021;0,484;148,425;0,015;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,450;-0,022;0,483;148,450;0,015;0,477;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,475;-0,021;0,483;148,475;0,015;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,500;-0,021;0,485;148,500;0,014;0,475;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,525;-0,021;0,486;148,525;0,015;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,550;-0,022;0,485;148,550;0,014;0,477;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,575;-0,022;0,484;148,575;0,015;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,600;-0,022;0,486;148,600;0,014;0,475;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,625;-0,022;0,486;148,625;0,014;0,477;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,650;-0,022;0,485;148,650;0,013;0,478;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,675;-0,022;0,486;148,675;0,013;0,477;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,700;-0,022;0,487;148,700;0,013;0,476;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,725;-0,022;0,488;148,725;0,013;0,477;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,750;-0,022;0,487;148,750;0,012;0,479;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,775;-0,022;0,487;148,775;0,012;0,477;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,800;-0,023;0,488;148,800;0,012;0,477;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,825;-0,022;0,489;148,825;0,012;0,478;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,850;-0,023;0,488;148,850;0,011;0,479;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,875;-0,023;0,487;148,875;0,011;0,478;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,900;-0,023;0,489;148,900;0,011;0,478;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,925;-0,023;0,490;148,925;0,010;0,479;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,950;-0,023;0,489;148,950;0,010;0,479;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;148,975;-0,023;0,488;148,975;0,010;0,479;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,000;-0,023;0,490;149,000;0,009;0,478;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,025;-0,023;0,491;149,025;0,008;0,479;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,050;-0,023;0,490;149,050;0,009;0,481;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,075;-0,023;0,489;149,075;0,008;0,480;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,100;-0,023;0,491;149,100;0,007;0,479;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,125;-0,023;0,492;149,125;0,007;0,480;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,150;-0,024;0,491;149,150;0,007;0,482;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,175;-0,024;0,490;149,175;0,006;0,481;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,200;-0,024;0,492;149,200;0,006;0,481;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,225;-0,024;0,492;149,225;0,005;0,481;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,250;-0,024;0,491;149,250;0,005;0,483;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,275;-0,024;0,491;149,275;0,005;0,482;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,300;-0,024;0,493;149,300;0,005;0,482;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,325;-0,024;0,493;149,325;0,004;0,483;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,350;-0,024;0,493;149,350;0,004;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,375;-0,024;0,492;149,375;0,004;0,483;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,400;-0,024;0,493;149,400;0,004;0,482;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,425;-0,025;0,494;149,425;0,004;0,483;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,450;-0,024;0,493;149,450;0,004;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,475;-0,024;0,493;149,475;0,004;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,500;-0,024;0,493;149,500;0,003;0,483;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,525;-0,025;0,494;149,525;0,003;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,550;-0,024;0,493;149,550;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,575;-0,023;0,493;149,575;0,003;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,600;-0,022;0,493;149,600;0,003;0,483;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,625;-0,021;0,494;149,625;0,003;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,650;-0,021;0,493;149,650;0,003;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,675;-0,020;0,492;149,675;0,003;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,700;-0,019;0,493;149,700;0,003;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,725;-0,019;0,493;149,725;0,003;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,750;-0,019;0,492;149,750;0,003;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,775;-0,019;0,491;149,775;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,800;-0,018;0,492;149,800;0,003;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,825;-0,018;0,492;149,825;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,850;-0,017;0,492;149,850;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,875;-0,017;0,491;149,875;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,900;-0,016;0,491;149,900;0,002;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,925;-0,015;0,492;149,925;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,950;-0,015;0,491;149,950;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;149,975;-0,015;0,490;149,975;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,000;-0,015;0,490;150,000;0,003;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,025;-0,014;0,492;150,025;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,050;-0,014;0,490;150,050;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,075;-0,014;0,489;150,075;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,100;-0,014;0,490;150,100;0,002;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,125;-0,013;0,491;150,125;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,150;-0,013;0,490;150,150;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,175;-0,013;0,489;150,175;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,200;-0,013;0,490;150,200;0,002;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,225;-0,012;0,491;150,225;0,002;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,250;-0,013;0,489;150,250;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,275;-0,012;0,489;150,275;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,300;-0,012;0,490;150,300;0,002;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,325;-0,012;0,491;150,325;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,350;-0,012;0,489;150,350;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,375;-0,011;0,488;150,375;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,400;-0,011;0,490;150,400;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,425;-0,011;0,490;150,425;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,450;-0,011;0,489;150,450;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,475;-0,011;0,488;150,475;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,500;-0,011;0,489;150,500;0,003;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,525;-0,011;0,490;150,525;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,550;-0,011;0,489;150,550;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,575;-0,011;0,488;150,575;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,600;-0,011;0,488;150,600;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,625;-0,010;0,490;150,625;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,650;-0,010;0,489;150,650;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,675;-0,010;0,488;150,675;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,700;-0,010;0,489;150,700;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,725;-0,010;0,489;150,725;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,750;-0,009;0,488;150,750;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,775;-0,009;0,487;150,775;0,001;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,800;-0,009;0,488;150,800;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,825;-0,009;0,489;150,825;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,850;-0,008;0,488;150,850;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,875;-0,008;0,486;150,875;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,900;-0,008;0,487;150,900;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,925;-0,007;0,488;150,925;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,950;-0,007;0,487;150,950;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;150,975;-0,007;0,486;150,975;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,000;-0,007;0,486;151,000;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,025;-0,006;0,487;151,025;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,050;-0,006;0,486;151,050;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,075;-0,006;0,485;151,075;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,100;-0,006;0,486;151,100;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,125;-0,005;0,487;151,125;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,150;-0,005;0,486;151,150;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,175;-0,005;0,484;151,175;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,200;-0,005;0,485;151,200;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,225;-0,004;0,486;151,225;0,002;0,484;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,250;-0,004;0,485;151,250;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,275;-0,004;0,483;151,275;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,300;-0,004;0,484;151,300;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,325;-0,004;0,485;151,325;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,350;-0,003;0,484;151,350;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,375;-0,003;0,483;151,375;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,400;-0,003;0,484;151,400;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,425;-0,003;0,485;151,425;0,002;0,485;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,450;-0,003;0,483;151,450;0,002;0,486;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;151,475;-0,002;0,482;151,475;0,002;0,486;;;;;;;;;
